epoch,avg_train_loss,avg_val_loss,avg_train_relative_error,avg_val_relative_error
38,0.001002786905701214,0.002918603739817627,0.02808369534322992,0.0544428214430809
39,0.001154884464449424,0.0020845117061981,0.030138027400244027,0.04575657234527171
40,0.0009674803391135356,0.0009508793766144664,0.027656642603687942,0.030645126849412917
41,0.0008694169964655885,0.0013955780610558576,0.026185443514259533,0.036069411458447574
42,0.00084245696407379,0.001877100572164636,0.02586074530845508,0.0432758498005569
43,0.0009129823387411306,0.0013796388680930249,0.02667829361744225,0.03634816273115575
44,0.000754058365146193,0.001650736627925653,0.024201346037443727,0.03916532355360687
45,0.0008505067646183307,0.00156694580509793,0.025779342133319005,0.038807269232347605
46,0.0009389520517288474,0.0021220887181698346,0.02731692137895152,0.0451117211021483
47,0.0008095753360976232,0.000621730031707557,0.025265520834363998,0.024545204639434815
48,0.0007022914779554412,0.0023095381460734644,0.023543530068127438,0.047501942189410326
49,0.0008324794948748604,0.0017893589174491353,0.025576916791033,0.04235776602290571
50,0.0007554201879429456,0.0008400920458370819,0.02440205807797611,0.02804596801288426
51,0.0006994528830546187,0.0023103035942767746,0.02350304734427482,0.04567255415022373
52,0.0006532857244565093,0.00173351498960983,0.022710796864703297,0.040415646275505424
53,0.0009188779351461563,0.0013925022460171022,0.02724300674744882,0.0378533638548106
54,0.0007007504532339226,0.0007879007993324194,0.02342618010006845,0.02799944141879678
55,0.0006452838210861955,0.0010307224423740991,0.022665854479419066,0.03193841848988086
56,0.0005684766245394712,0.0012685546433203853,0.021112570067634805,0.0357156649697572
57,0.0006996833783887268,0.00091169739534962,0.023365153756458312,0.029919901094399393
58,0.0005644898600621673,0.0007438912631187123,0.021174563886597754,0.02706580189988017
59,0.0006120072333033022,0.0016074546714662575,0.0220681264589075,0.0397144990041852
60,0.0005248204805866407,0.001040696186828427,0.02041271615307778,0.03205502335913479
61,0.0006572202176357677,0.0009845702850725501,0.022878303873585536,0.031044510402716698
62,0.0005573829387685691,0.0010209479711193125,0.020904849155340344,0.029865466547198592
63,0.0005530825807909423,0.0007185929440311156,0.02088137430837378,0.026567070535384117
64,0.000562763011566858,0.00125336490891641,0.02088643245806452,0.036239221692085266
65,0.0005404990050919878,0.0007846325090213214,0.020704568491782992,0.027397907455451787
66,0.0004682256669184426,0.001491625077323988,0.019271708992891944,0.03750735791400075
67,0.0004540503812222596,0.001063037109997822,0.01895073463092558,0.03210571077652276
68,0.00048311941109204783,0.0012403713568346574,0.01960918916738592,0.03531307568773627
69,0.0004310662198804494,0.0007342996956140269,0.018580862521775997,0.026483221515081822
70,0.00041841605179797624,0.001315189634624403,0.018191917371586895,0.03648276086896658
71,0.00046953750879765723,0.0009481739492912311,0.019293696054955945,0.029633770044893027
72,0.00048255351994157535,0.0008417845820076764,0.019437347180792132,0.02943004355765879
73,0.00043640100693664863,0.0009103364609472919,0.01869936537113972,0.02936017871834338
74,0.00046386877233999256,0.0010063597132102587,0.019169820871320555,0.03148070273455232
75,0.00045994109023013153,0.0007410539124975912,0.019081492407713084,0.027455352596007288
76,0.0004201815338092274,0.0004787145800946746,0.018324658094206824,0.02189992289058864
77,0.00037072183827149276,0.0005600596308795502,0.017235006953706035,0.023292870516888796
78,0.00037217410567791376,0.000590989089323557,0.017207802407210693,0.023736943141557276
79,0.00032347443734579426,0.0009190480996039696,0.016061401335173288,0.030417171004228295
80,0.0003909085751274688,0.000583096520131221,0.017676430859137327,0.02390135619789362
81,0.0003762700328934443,0.000708407139609335,0.017330866167321803,0.026665583020076156
82,0.0004202798347250791,0.0011209614800463895,0.01828230723622255,0.031803285726346074
83,0.0004113331747248594,0.00038703550926584286,0.01803538828389719,0.0196454951306805
84,0.0003323837029256538,0.0009382718861161265,0.01626379464578349,0.03023160530719906
85,0.0003633556468230381,0.00042951252398779614,0.017006646672962235,0.020367013779468833
86,0.00034555324114080575,0.0007660563496756367,0.016673913502017967,0.027494513522833587
87,0.00031130181264416024,0.0005349025053874356,0.01582825035438873,0.022353198169730602
88,0.00035438804839031944,0.0005920317740674364,0.016854899606551045,0.023643154674209653
89,0.00039325037841990705,0.00035703892681340223,0.017499498592223973,0.018875988898798823
90,0.00032453046324008026,0.0005044178909884067,0.016107522693346255,0.022481606551446022
91,0.00029265027355904747,0.00032383059624407906,0.015261049807304517,0.017423154413700105
92,0.0002992247296333517,0.0011967161073698663,0.015352108262595721,0.03386208373121917
93,0.00030980465235188606,0.0004209643346257508,0.015690279437694698,0.020277028367854655
94,0.00027208069045627783,0.0006950407318072393,0.014696070848731323,0.026857197703793644
95,0.00030079630519139753,0.0004996677689632634,0.015499056721455417,0.022535409987904133
96,0.0003200136687155464,0.00035720463201869277,0.016066659596981482,0.018514758232049643
97,0.00043599927530522107,0.0002784179901937023,0.018029410357121377,0.016170444793533533
98,0.00023812244928649305,0.0008923500638047699,0.013734308019047603,0.029148577502928673
99,0.00030598271077906245,0.000329357483133208,0.01560453224228695,0.01792850149795413
100,0.00031363721082016126,0.0012115302568417973,0.0156765943946084,0.0352079764008522
samples,1,elapsed_time,0.14448351000100956
samples,101,elapsed_time,0.06833497900151997
samples,201,elapsed_time,0.03192075200058753
samples,301,elapsed_time,0.03200700399975176
samples,401,elapsed_time,0.032139138000275125
samples,501,elapsed_time,0.03185103400028311
samples,601,elapsed_time,0.03279483000005712
samples,701,elapsed_time,0.03290668299996469
samples,801,elapsed_time,0.07311536200177216
samples,901,elapsed_time,0.03245810199950938
samples,1001,elapsed_time,0.032330752999769174
samples,1101,elapsed_time,0.0320698089999496
samples,1201,elapsed_time,0.03242816800047876
samples,1301,elapsed_time,0.03227993200016499
samples,1401,elapsed_time,0.032052251999630244
samples,1501,elapsed_time,0.03225003900115553
samples,1601,elapsed_time,0.03260201900047832
samples,1701,elapsed_time,0.03745209699991392
samples,1801,elapsed_time,0.08384398100133694
samples,1901,elapsed_time,0.03315363700130547
samples,2001,elapsed_time,0.033523490999868955
samples,2101,elapsed_time,0.03309875900049519
samples,2201,elapsed_time,0.033339367000735365
samples,2301,elapsed_time,0.03240450900011638
samples,2401,elapsed_time,0.03219674600040889
samples,2501,elapsed_time,0.03244285199980368
samples,2601,elapsed_time,0.03217302099983499
samples,2701,elapsed_time,0.08404207499916083
samples,2801,elapsed_time,0.03291055999943637
samples,2901,elapsed_time,0.033195039999554865
samples,3001,elapsed_time,0.032623443999909796
samples,3101,elapsed_time,0.0325661629995011
samples,3201,elapsed_time,0.032404102999862516
samples,3301,elapsed_time,0.032438995000120485
samples,3401,elapsed_time,0.03228158599995368
samples,3501,elapsed_time,0.03246528300041973
samples,3601,elapsed_time,0.032717791000322904
samples,3701,elapsed_time,0.03238960099952237
samples,3801,elapsed_time,0.09260828199876414
samples,3901,elapsed_time,0.03676575999998022
samples,4001,elapsed_time,0.03419237200068892
samples,4101,elapsed_time,0.03328985599910084
samples,4201,elapsed_time,0.03352554500088445
samples,4301,elapsed_time,0.03313823399912508
samples,4401,elapsed_time,0.03309779300070659
samples,4501,elapsed_time,0.03382372099986242
samples,4601,elapsed_time,0.03844145299990487
samples,4701,elapsed_time,0.03658942899892281
samples,4801,elapsed_time,0.03735206199962704
samples,4901,elapsed_time,0.09802408300129173
samples,5001,elapsed_time,0.03316518300016469
samples,5101,elapsed_time,0.03323645300042699
samples,5201,elapsed_time,0.03277510699990671
samples,5301,elapsed_time,0.03278747900003509
samples,5401,elapsed_time,0.03247818900126731
samples,5501,elapsed_time,0.033016311999745085
samples,5601,elapsed_time,0.03274297200005094
samples,5701,elapsed_time,0.03194327900018834
samples,5801,elapsed_time,0.03288557099949685
samples,5901,elapsed_time,0.032828919000166934
samples,6001,elapsed_time,0.03281750100177305
samples,6101,elapsed_time,0.03238013400005002
samples,6201,elapsed_time,0.10565422199942986
samples,6301,elapsed_time,0.03336961600143695
samples,6401,elapsed_time,0.03258402699975704
samples,6501,elapsed_time,0.031555116998788435
samples,6601,elapsed_time,0.03273211599844217
samples,6701,elapsed_time,0.033471288001237554
samples,6801,elapsed_time,0.033251775999815436
samples,6901,elapsed_time,0.03370167299908644
samples,7001,elapsed_time,0.03325781400053529
samples,7101,elapsed_time,0.03340650300015113
samples,7201,elapsed_time,0.033306383000308415
samples,7301,elapsed_time,0.033339265999529744
samples,7401,elapsed_time,0.03342634599903249
samples,7501,elapsed_time,0.03372895099892048
samples,7601,elapsed_time,0.11496166300094046
samples,7701,elapsed_time,0.03321546799998032
samples,7801,elapsed_time,0.03341626300061762
samples,7901,elapsed_time,0.03322658399883949
samples,8001,elapsed_time,0.03350711199891521
samples,8101,elapsed_time,0.03385200999946392
samples,8201,elapsed_time,0.033446034000007785
samples,8301,elapsed_time,0.03359272200032137
samples,8401,elapsed_time,0.033683872999972664
samples,8501,elapsed_time,0.03364132000024256
samples,8601,elapsed_time,0.03370883999923535
samples,8701,elapsed_time,0.03381368299960741
samples,8801,elapsed_time,0.0339444139990519
samples,8901,elapsed_time,0.034070191000864725
samples,9001,elapsed_time,0.033538784000484156
samples,9101,elapsed_time,0.13220776700109127
samples,9201,elapsed_time,0.0341111310008273
samples,9301,elapsed_time,0.03277349699965271
samples,9401,elapsed_time,0.03336008300175308
samples,9501,elapsed_time,0.034054287998515065
samples,9601,elapsed_time,0.03288207799960219
samples,9701,elapsed_time,0.032601619999695686
samples,9801,elapsed_time,0.033728929000062635
samples,9901,elapsed_time,0.033594373000596534
samples,10001,elapsed_time,0.033648192998953164
samples,10101,elapsed_time,0.03380588599975454
samples,10201,elapsed_time,0.03644581499975175
samples,10301,elapsed_time,0.033555988999069086
samples,10401,elapsed_time,0.03393784699983371
samples,10501,elapsed_time,0.03201021399945603
samples,10601,elapsed_time,0.03296171300098649
samples,10701,elapsed_time,0.03346332399996754
samples,10801,elapsed_time,0.14637199000026158
samples,10901,elapsed_time,0.03411762799987628
samples,11001,elapsed_time,0.03384582400030922
samples,11101,elapsed_time,0.033442187999753514
samples,11201,elapsed_time,0.03379748600127641
samples,11301,elapsed_time,0.03441827000096964
samples,11401,elapsed_time,0.033926727999642026
samples,11501,elapsed_time,0.042858708000494516
samples,11601,elapsed_time,0.03268775799915602
samples,11701,elapsed_time,0.033276890999331954
samples,11801,elapsed_time,0.03326430699962657
samples,11901,elapsed_time,0.03389934799997718
samples,12001,elapsed_time,0.03336485699946934
samples,12101,elapsed_time,0.03410988900031953
samples,12201,elapsed_time,0.033769562000088627
samples,12301,elapsed_time,0.03381776199967135
samples,12401,elapsed_time,0.03361574299924541
samples,12501,elapsed_time,0.036084135999772116
samples,12601,elapsed_time,0.1582655109996267
samples,12701,elapsed_time,0.034393060001093545
samples,12801,elapsed_time,0.034045424001305946
samples,12901,elapsed_time,0.03355469300004188
samples,13001,elapsed_time,0.03330789800020284
samples,13101,elapsed_time,0.03327454600002966
samples,13201,elapsed_time,0.03366288200049894
samples,13301,elapsed_time,0.03379364300053567
samples,13401,elapsed_time,0.03390798800137418
samples,13501,elapsed_time,0.034087525000359165
samples,13601,elapsed_time,0.034537476998593775
samples,13701,elapsed_time,0.034478122999644256
samples,13801,elapsed_time,0.03413685799932864
samples,13901,elapsed_time,0.033392160999937914
samples,14001,elapsed_time,0.03385186400009843
samples,14101,elapsed_time,0.034089599999788334
samples,14201,elapsed_time,0.03408842999851913
samples,14301,elapsed_time,0.03424115800044092
samples,14401,elapsed_time,0.03443259800042142
samples,14501,elapsed_time,0.03446921099930478
samples,14601,elapsed_time,0.03415770399988105
samples,14701,elapsed_time,0.17508782099866949
samples,14801,elapsed_time,0.0344408269993437
samples,14901,elapsed_time,0.03948700299952179
samples,15001,elapsed_time,0.038490928998726304
samples,15101,elapsed_time,0.033953050999116385
samples,15201,elapsed_time,0.03425918299944897
samples,15301,elapsed_time,0.03450817600059963
samples,15401,elapsed_time,0.03431382899907476
samples,15501,elapsed_time,0.034100584000043455
samples,15601,elapsed_time,0.03460830900075962
samples,15701,elapsed_time,0.033961572000407614
samples,15801,elapsed_time,0.03406785500010301
samples,15901,elapsed_time,0.034001213000010466
samples,16001,elapsed_time,0.034421096001096885
samples,16101,elapsed_time,0.03517488800025603
samples,16201,elapsed_time,0.03400974600117479
samples,16301,elapsed_time,0.03276612299850967
samples,16401,elapsed_time,0.03494288799993228
samples,16501,elapsed_time,0.034058790999552
samples,16601,elapsed_time,0.03539247099979548
samples,16701,elapsed_time,0.035166596000635764
samples,16801,elapsed_time,0.03521209000064118
samples,16901,elapsed_time,0.19112439900163736
samples,17001,elapsed_time,0.03577369999948132
samples,17101,elapsed_time,0.036130684000454494
samples,17201,elapsed_time,0.035263077001218335
samples,17301,elapsed_time,0.035377741000047536
samples,17401,elapsed_time,0.035118525998768746
samples,17501,elapsed_time,0.035511518000930664
samples,17601,elapsed_time,0.035780004000116605
samples,17701,elapsed_time,0.035798107001028256
samples,17801,elapsed_time,0.03519885599962436
samples,17901,elapsed_time,0.035186274000807316
samples,18001,elapsed_time,0.03569372200036014
samples,18101,elapsed_time,0.03512735900039843
samples,18201,elapsed_time,0.03403144000003522
samples,18301,elapsed_time,0.03461036599946965
samples,18401,elapsed_time,0.034045298998535145
samples,18501,elapsed_time,0.03377841099973011
samples,18601,elapsed_time,0.03497213400078181
samples,18701,elapsed_time,0.03563122900050075
samples,18801,elapsed_time,0.0355638649998582
samples,18901,elapsed_time,0.035637547000078484
samples,19001,elapsed_time,0.03445675900002243
samples,19101,elapsed_time,0.03572589600116771
samples,19201,elapsed_time,0.0360042459997203
samples,19301,elapsed_time,0.21241779899901303
samples,19401,elapsed_time,0.0355348769990087
samples,19501,elapsed_time,0.03584092100027192
samples,19601,elapsed_time,0.03564634699978342
samples,19701,elapsed_time,0.035496980000971234
samples,19801,elapsed_time,0.03556431399920257
samples,19901,elapsed_time,0.03598484299982374
samples,20001,elapsed_time,0.035572458000387996
samples,20101,elapsed_time,0.03606413700072153
samples,20201,elapsed_time,0.03572877700025856
samples,20301,elapsed_time,0.03569383499961987
samples,20401,elapsed_time,0.036005465999551234
samples,20501,elapsed_time,0.03535199199905037
samples,20601,elapsed_time,0.03545631300039531
samples,20701,elapsed_time,0.0353500700002769
samples,20801,elapsed_time,0.035516418000042904
samples,20901,elapsed_time,0.036382447000505636
samples,21001,elapsed_time,0.0357638509995013
samples,21101,elapsed_time,0.03574827200100117
samples,21201,elapsed_time,0.03549910000037926
samples,21301,elapsed_time,0.0355769390007481
samples,21401,elapsed_time,0.036098841001148685
samples,21501,elapsed_time,0.03582149799876788
samples,21601,elapsed_time,0.035770147000221186
samples,21701,elapsed_time,0.0362243870004022
samples,21801,elapsed_time,0.03601925899965863
samples,21901,elapsed_time,0.036405371998625924
samples,22001,elapsed_time,0.2338609920007002
samples,22101,elapsed_time,0.0351841659994534
samples,22201,elapsed_time,0.03487920999941707
samples,22301,elapsed_time,0.03534264200061443
samples,22401,elapsed_time,0.035534673001166084
samples,22501,elapsed_time,0.03447112600042601
samples,22601,elapsed_time,0.03655438600071648
samples,22701,elapsed_time,0.03603761799968197
samples,22801,elapsed_time,0.03602236900042044
samples,22901,elapsed_time,0.036274844000217854
samples,23001,elapsed_time,0.035487331999320304
samples,23101,elapsed_time,0.035960945999249816
samples,23201,elapsed_time,0.03582727899993188
samples,23301,elapsed_time,0.035586089001299115
samples,23401,elapsed_time,0.03599887900054455
samples,23501,elapsed_time,0.035695227001269814
samples,23601,elapsed_time,0.03552473299896519
samples,23701,elapsed_time,0.036974737000491587
samples,23801,elapsed_time,0.03586863400050788
samples,23901,elapsed_time,0.03563125599976047
samples,24001,elapsed_time,0.03559940400009509
samples,24101,elapsed_time,0.03589004999957979
samples,24201,elapsed_time,0.035404746000494924
samples,24301,elapsed_time,0.036089512999751605
samples,24401,elapsed_time,0.03601741100101208
samples,24501,elapsed_time,0.03580647600028897
samples,24601,elapsed_time,0.03603179799938516
samples,24701,elapsed_time,0.036258143998566084
samples,24801,elapsed_time,0.03528566299974045
samples,24901,elapsed_time,0.25685241499922995
samples,25001,elapsed_time,0.03534055999989505
samples,25101,elapsed_time,0.0352520819997153
samples,25201,elapsed_time,0.03460983799959649
samples,25301,elapsed_time,0.03593091599941545
samples,25401,elapsed_time,0.036218399998688255
samples,25501,elapsed_time,0.03731655800038425
samples,25601,elapsed_time,0.03604307299974607
samples,25701,elapsed_time,0.0357150299987552
samples,25801,elapsed_time,0.03561790200001269
samples,25901,elapsed_time,0.03434792999905767
samples,26001,elapsed_time,0.035918466999646625
samples,26101,elapsed_time,0.03580294200037315
samples,26201,elapsed_time,0.03629182699842204
samples,26301,elapsed_time,0.03592595100053586
samples,26401,elapsed_time,0.03616903799957072
samples,26501,elapsed_time,0.035943963999670814
samples,26601,elapsed_time,0.0360100269990653
samples,26701,elapsed_time,0.0364459070005978
samples,26801,elapsed_time,0.03592101799949887
samples,26901,elapsed_time,0.03600581900172983
samples,27001,elapsed_time,0.03587661600067804
samples,27101,elapsed_time,0.03585003100124595
samples,27201,elapsed_time,0.036037869000210776
samples,27301,elapsed_time,0.035634780000691535
samples,27401,elapsed_time,0.03602967299957527
samples,27501,elapsed_time,0.036240819999875384
samples,27601,elapsed_time,0.03589394600021478
samples,27701,elapsed_time,0.03664812100032577
samples,27801,elapsed_time,0.03570771500017145
samples,27901,elapsed_time,0.03613264699924912
samples,28001,elapsed_time,0.03604650700071943
samples,28101,elapsed_time,0.28032016299948737
samples,28201,elapsed_time,0.03675228700012667
samples,28301,elapsed_time,0.03644454399909591
samples,28401,elapsed_time,0.03655568199974368
samples,28501,elapsed_time,0.03667255799882696
samples,28601,elapsed_time,0.03600149600060831
samples,28701,elapsed_time,0.03540992499983986
samples,28801,elapsed_time,0.034771008000461734
samples,28901,elapsed_time,0.03623862699896563
samples,29001,elapsed_time,0.035804527999061975
samples,29101,elapsed_time,0.03651125599935767
samples,29201,elapsed_time,0.03619335900111764
samples,29301,elapsed_time,0.03686386899971694
samples,29401,elapsed_time,0.03609846699873742
samples,29501,elapsed_time,0.036483220999798505
samples,29601,elapsed_time,0.03580736900039483
samples,29701,elapsed_time,0.03563071700045839
samples,29801,elapsed_time,0.03619826400063175
samples,29901,elapsed_time,0.0360239809997438
samples,30001,elapsed_time,0.035971175000668154
samples,30101,elapsed_time,0.03621248099989316
samples,30201,elapsed_time,0.036211254000591
samples,30301,elapsed_time,0.03578247699988424
samples,30401,elapsed_time,0.035961932999271085
samples,30501,elapsed_time,0.035684717000549426
samples,30601,elapsed_time,0.03633575400090194
samples,30701,elapsed_time,0.035760626999035594
samples,30801,elapsed_time,0.03633829600039462
samples,30901,elapsed_time,0.03572557000006782
samples,31001,elapsed_time,0.036057773999345955
samples,31101,elapsed_time,0.03546122800071316
samples,31201,elapsed_time,0.036351824001030764
samples,31301,elapsed_time,0.03590465700108325
samples,31401,elapsed_time,0.03570804199989652
samples,31501,elapsed_time,0.0364027689993236
samples,31601,elapsed_time,0.30787623200012604
samples,31701,elapsed_time,0.036864214000161155
samples,31801,elapsed_time,0.03580289899946365
samples,31901,elapsed_time,0.035792003000096884
mom_samples,1,mom_elapsed_time,0.0035521984100341797
mom_samples,8001,mom_elapsed_time,11.399969577789307
mom_samples,16001,mom_elapsed_time,22.73919415473938
mom_samples,24001,mom_elapsed_time,34.08658814430237
